"Brand","Store Number","Store Name","Ownership Type","Street Address","City","State/Province","Country","Postcode","Phone Number","Timezone","Longitude","Latitude"
"Starbucks","7245-595","57th Btwn Eighth & Ninth","Company Owned","322 West 57th Street","New York","NY","US","100193701","2123990714","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","17424-178284","100th & Columbus","Company Owned","805 Columbus Avenue, 85 West 125th Street","New York","NY","US","10025","2122226582","GMT-05:00 America/New_York",-73.97,40.8
"Starbucks","7456-3949","125th & Lenox","Company Owned","77-83 West 125th Street","New York","NY","US","100274512","917-492-2454","GMT-05:00 America/New_York",-73.95,40.81
"Starbucks","75491-113947","Limited Brands-NYC","Licensed","1740 Broadway","New York","NY","US","100194315","","GMT-05:00 America/New_York",-73.98,40.77
"Starbucks","7393-1367","49th btwn 8th & 9th","Company Owned","325 W 49th St","New York","NY","US","100197316","(212) 765-2205","GMT-05:00 America/New_York",-73.99,40.76
"Starbucks","7285-1073","22nd & 6th","Company Owned","684 Avenue of the Americas","New York","NY","US","100105110","(212) 691-1948","GMT-05:00 America/New_York",-73.99,40.74
"Starbucks","7444-3689","Rockefeller Center Subway","Company Owned","30 Rockefeller Plaza","New York","NY","US","101120015","(212) 397-7950","GMT-05:00 America/New_York",-73.98,40.76
"Starbucks","15742-157884","Newburgh","Company Owned","1282 Route 300","Newburgh","NY","US","12550","845-567-3528","GMT-05:00 America/New_York",-74.07,41.51
"Starbucks","76558-95722","Target Newburgh T-2076","Licensed","50 SR 17K","Newburgh","NY","US","12550","","GMT-05:00 America/New_York",-74.06,41.51
"Starbucks","75921-104040","Sheraton at the Falls Hotel","Licensed","300 Third Street","Niagara Falls","NY","US","143031102","716-284-4200","GMT-05:00 America/New_York",-79.06,43.09
"Starbucks","21487-208946","Fashion Outlets of Niagara Falls","Company Owned","1900 Military Road","Niagara Falls","NY","US","14304","7162970809","GMT-05:00 America/New_York",-78.98,43.1
"Starbucks","19901-201424","Niagara Falls, Niagara Falls Blvd","Company Owned","6690 Niagara Falls Boulevard, 100","Niagara Falls","NY","US","14304","7162832804","GMT-05:00 America/New_York",-78.99,43.09
"Starbucks","7363-206104","Niskayuna Shoprite Square","Company Owned","2303 Nott Street East, Sunset Plaza","Niskayuna","NY","US","12309","5183771028","GMT-05:00 America/New_York",-73.89,42.82
"Starbucks","16421-157664","North Babylon","Company Owned","1238 Deer Park Ave","North Babylon","NY","US","117033109","631-667-1647","GMT-05:00 America/New_York",-73.32,40.74
"Starbucks","13587-107917","North Merrick","Company Owned","1713 Merrick Avenue, Crescent Bay Shopping Center","North Merrick","NY","US","115662719","516-771-1904","GMT-05:00 America/New_York",-73.56,40.68
"Starbucks","10283-100401","Northport Village","Company Owned","832A Fort Salonga Road","Northport","NY","US","117682276","631-754-0840","GMT-05:00 America/New_York",-73.33,40.9
"Starbucks","7449-6007","Nyack","Company Owned","80 Main Street","Nyack","NY","US","109603131","845-353-4069","GMT-05:00 America/New_York",-73.92,41.09
"Starbucks","7503-7287","Bohemia","Company Owned","4577 Sunrise Highway, The Sands Shopping Center","Oakdale","NY","US","117164605","631-218-3179","GMT-05:00 America/New_York",-73.12,40.75
"Starbucks","7248-839","The Sands (Oceanside)","Company Owned","3549A Long Beach Road","Oceanside","NY","US","115725700","(516) 536-4363","GMT-05:00 America/New_York",-73.64,40.62
"Starbucks","25937-242946","Oceanside-Long Beach Rd.","Company Owned","2755 Long Beach Rd.","Oceanside","NY","US","11572","5169651816","GMT-05:00 America/New_York",-73.64,40.64
"Starbucks","5032-141554","SUNY Oneonta","Licensed","108 Ravine Pkwy, Hunt Student Union","Oneonta","NY","US","138202625","6074363222","GMT-05:00 America/New_York",-75.06,42.47
"Starbucks","76961-121685","Target Orchard Park T-1057.","Licensed","5622 Amanda Ln","Orchard Park","NY","US","141271555","716-821-9511","GMT-05:00 America/New_York",-78.78,42.79
"Starbucks","2879-90761","Ossining","Company Owned","216 South Highland Avenue, Waverly Plaza","Ossining","NY","US","105626102","914-923-0279","GMT-05:00 America/New_York",-73.86,41.14
"Starbucks","13631-107780","Patchogue, Waverly Plaza","Company Owned","371 North Service Rd","Patchogue","NY","US","117721905","631-207-2102","GMT-05:00 America/New_York",-73.03,40.78
"Starbucks","49579-267874","Acme - Patterson #1063","Licensed","3101 Route 22","Patterson","NY","US","12563","8458782044","GMT-05:00 America/New_York",-73.59,41.52
"Starbucks","75713-95585","NY Thruway Pattersonville Travel Pl","Licensed","Milepost 168 W","Pattersonville","NY","US","12137","","GMT-05:00 America/New_York",-74.13,42.85
"Starbucks","7609-27810","Penfield","Company Owned","1806 Penfield Road","Penfield","NY","US","145262106","585-383-0250","GMT-05:00 America/New_York",-77.48,43.13
"Starbucks","7294-1052","Pittsford","Company Owned","5 State Street","Pittsford","NY","US","145342027","585-586-8290","GMT-05:00 America/New_York",-77.51,43.09
"Starbucks","842-2053","Plainview Centre","Company Owned","399 South Oyster Bay Road","Plainview","NY","US","118033333","516-932-5071","GMT-05:00 America/New_York",-73.5,40.78
"Starbucks","75891-103958","NY Plattekill Travel Plaza","Licensed","Mile Post 65N","Plattekill","NY","US","12568","845-564-5160","GMT-05:00 America/New_York",-74.08,41.62
"Starbucks","76962-137529","Target Plattsburgh T-2459","Licensed","60 Smithfield Blvd","Plattsburg","NY","US","129012104","518-247-4961","GMT-05:00 America/New_York",-73.49,44.7
"Starbucks","10610-101308","Plattsburgh, Cornelia St.","Company Owned","359 Cornelia Street","Plattsburgh","NY","US","129012211","518-566-8142","GMT-05:00 America/New_York",-73.48,44.7
"Starbucks","11855-104411","Pleasantville, Memorial Plaza","Company Owned","42 Memorial Plaza","Pleasantville","NY","US","105702943","914-769-1020","GMT-05:00 America/New_York",-73.79,41.13
"Starbucks","8795-86240","Rye Brook","Company Owned","118 S. Ridge Street","Port Chester","NY","US","105732825","914-937-1597","GMT-05:00 America/New_York",-73.68,41
"Starbucks","7210-551","Port Jefferson","Company Owned","201 Main Street, Unit C","Port Jefferson","NY","US","117771696","631-476-3791","GMT-05:00 America/New_York",-73.07,40.95
"Starbucks","72573-104042","Stop & Shop-Port Washington #546","Licensed","65 Shore Road","Port Washington","NY","US","110502227","516-767-6912","GMT-05:00 America/New_York",-73.7,40.84
"Starbucks","7203-550","Port Washington","Company Owned","72 Main Street","Port Washington","NY","US","110502821","(516) 944-5082","GMT-05:00 America/New_York",-73.69,40.83
"Starbucks","7889-24827","Poughkeepsie, South Road","Company Owned","2519 South Road (Rte 9), B","Poughkeepsie","NY","US","12601","845-462-5480","GMT-05:00 America/New_York",-73.93,41.66
"Starbucks","7936-95790","Arlington Square, Route 44","Company Owned","712 Duchess Tpke, Mid-Hudson Shopping Center","Poughkeepsie","NY","US","126036424","845-485-6294","GMT-05:00 America/New_York",-73.88,41.7
"Starbucks","7705-20440","Mid Hudson Center","Company Owned","3434 North Road, Poughkeepsie Galleria","Poughkeepsie","NY","US","126011100","845-575-6736","GMT-05:00 America/New_York",-73.93,41.72
"Teavana","28217-250109","Teavana - Poughkeepsie Galleria","Company Owned","2001 South Rd., #C114","Poughkeepsie","NY","US","12601","845-298-0176","GMT-05:00 America/New_York",-73.92,41.63
"Starbucks","78076-110824","SUNY-Purchase-Fort Awesome","Licensed","735 Anderson Hill Road","Purchase","NY","US","105771402","","GMT-05:00 America/New_York",-73.7,41.05
"Starbucks","76357-93244","Target Queensbury T-1830","Licensed","578 Aviation Rd","Queensbury","NY","US","128041814","518-792-6016","GMT-05:00 America/New_York",-73.68,43.33
"Starbucks","9529-96687","Queensbury","Company Owned","607 Aviation Rd","Queensbury","NY","US","128041842","518-761-1284","GMT-05:00 America/New_York",-73.67,43.33
"Starbucks","22716-223428","92-77 Queens Blvd","Company Owned","92-77 Queens Blvd","Rego Park","NY","US","11374","3479972496","GMT-05:00 America/New_York",-73.87,40.73
"Starbucks","24165-236144","95-17 63rd Drive","Company Owned","95-17 63rd Drive","Rego Park","NY","US","11374","347-757-0261","GMT-05:00 America/New_York",-73.86,40.73
"Starbucks","10513-100481","North Greenbush Road","Company Owned","599 N Greenbush Rd.","Rensselaer","NY","US","121449512","518-286-3153","GMT-05:00 America/New_York",-73.7,42.65
"Starbucks","23676-138166","Tops Markets - Rhinebeck #531","Licensed","6734 US-9","Rhinebeck","NY","US","12572","845-876-7800","GMT-05:00 America/New_York",-73.9,41.95
"Starbucks","21514-211004","132-40 Metropolitan Ave","Company Owned","132-40 Metropolitan Ave","Richmond Hill","NY","US","11415","718-262-8691","GMT-05:00 America/New_York",-73.82,40.7
"Starbucks","25040-239644","329 Wyckoff Ave.","Company Owned","329 Wyckoff Ave., Tanger Outlet Center II","Ridgewood","NY","US","11385","3476685736","GMT-05:00 America/New_York",-73.91,40.7
"Starbucks","10167-99943","Riverhead, Tanger","Company Owned","1770 West Main Street, Suite 1400","Riverhead","NY","US","119017407","6317277015","GMT-05:00 America/New_York",-72.71,40.92
"Starbucks","18624-187364","Riverhead S/C - Cty Rd 58","Company Owned","1755 Old County Rd","Riverhead","NY","US","11901","(631) 727-0821","GMT-05:00 America/New_York",-72.7,40.92
"Starbucks","20877-208284","Target Riverhead T-1818","Licensed","1150 Old Country Rd, Westgate Plaza","Riverhead","NY","US","11901","631-208-9424","GMT-05:00 America/New_York",-72.68,40.93
"Starbucks","14142-113644","Westgate Plaza","Company Owned","2110 Chili Ave.","Rochester","NY","US","146243452","585-426-2290","GMT-05:00 America/New_York",-77.69,43.13
"Starbucks","7345-798","Monroe Avenue, Rochester","Company Owned","680 Monroe Avenue, The Marketplace Mall","Rochester","NY","US","146073147","(585)-244-4545","GMT-05:00 America/New_York",-77.59,43.14
"Starbucks","10972-102907","The Marketplace Mall","Company Owned","1 Miracle Mile Drive, KIO13","Rochester","NY","US","146235851","585-427-2370","GMT-05:00 America/New_York",-77.63,43.08
"Starbucks","7380-220964","Irondeqouit Ridge Goodman Plaza","Company Owned","1455 East Ridge Road, Clover Commons","Rochester","NY","US","14621","5853421460","GMT-05:00 America/New_York",-77.58,43.2
"Starbucks","7657-32499","Clover Commons","Company Owned","2900 Monroe Avenue","Rochester","NY","US","146184602","585-381-2140","GMT-05:00 America/New_York",-77.55,43.11
"Starbucks","3869-141270","Target Chili T-2528","Licensed","3181 Chili Ave","Rochester","NY","US","146245409","(585) 571-3979","GMT-05:00 America/New_York",-77.75,43.11
"Starbucks","75458-107451","University of Rochester","Licensed","University of Rochester 201 Wilson Commo","Rochester","NY","US","14627","585-276-4070","GMT-05:00 America/New_York",-77.63,43.13
"Starbucks","7310-169926","Mount Hope Avenue","Company Owned","1394 Mount Hope Avenue","Rochester","NY","US","146203911","5852717330","GMT-05:00 America/New_York",-77.62,43.12
"Starbucks","7494-8547","Rockville Center","Company Owned","21 North Park Ave","Rockville Center","NY","US","115705224","516-536-5318","GMT-05:00 America/New_York",-73.65,40.66
"Starbucks","75901-97856","ISP - Islip Gate 4 SW Terminal","Licensed","100 Arrival Ave, CVS Plaza","Ronkonkoma","NY","US","117797389","631-285-7684","GMT-05:00 America/New_York",-73.1,40.79
"Starbucks","7543-3408","Roslyn Heights","Company Owned","373 Willis Avenue","Roslyn Heights","NY","US","115772321","516-625-7390","GMT-05:00 America/New_York",-73.65,40.78
"Starbucks","75892-103960","NY Ulster Travel Plaza","Licensed","New York State Thruway Mile Post 96 Sout","Ruby","NY","US","12475","845-336-8129","GMT-05:00 America/New_York",-74.01,42.02
"Starbucks","813-2013","Rye","Company Owned","51 Purchase Street","Rye","NY","US","105803046","914-967-5827","GMT-05:00 America/New_York",-73.68,40.98
"Starbucks","21640-208888","Price Chopper Saratoga # 158","Licensed","115 Ballston Ave","Saratoga","NY","US","12866","518-580-9172","GMT-05:00 America/New_York",-73.79,43.07
"Starbucks","24841-229885","Price Chopper -#39 Wilton","Licensed","3045 Rt 50","Saratoga Springs","NY","US","12866","5185837551","GMT-05:00 America/New_York",-73.74,43.1
"Starbucks","19914-202828","Target Saratoga Springs T-1271","Licensed","3030 Route 50","Saratoga Springs","NY","US","12866","518-226-0003","GMT-05:00 America/New_York",-73.75,43.1
"Starbucks","7351-1334","Saratoga Springs","Company Owned","351 Broadway","Saratoga Springs","NY","US","128663111","518-581-9498","GMT-05:00 America/New_York",-73.79,43.08
"Starbucks","7447-6426","Sayville","Company Owned","59 Main Street","Sayville","NY","US","117822501","631-244-8983","GMT-05:00 America/New_York",-73.08,40.74
"Starbucks","23497-218704","Target Sayville T-2847","Licensed","5750 Sunrise Hwy","Sayville","NY","US","11782","631-319-4212","GMT-05:00 America/New_York",-73.07,40.79
"Starbucks","7303-1250","Vernon Hills Shopping Center","Company Owned","684 White Plains Road","Scarsdale","NY","US","10583","(914) 472-1313","GMT-05:00 America/New_York",-73.81,40.97
"Starbucks","2789-82921","Downtown Scarsdale","Company Owned","51 East Parkway","Scarsdale","NY","US","105834155","914-722-2569","GMT-05:00 America/New_York",-73.81,40.99
"Starbucks","7225-549","Scarsdale Central Park Ave","Company Owned","975B Central Park Avenue","Scarsdale","NY","US","105833211","(914) 472-2259","GMT-05:00 America/New_York",-73.82,40.99
"Starbucks","10397-99993","Schenectady, Watt St.","Company Owned","2441 Watt Street","Schenectady","NY","US","123043313","518-347-1716","GMT-05:00 America/New_York",-73.91,42.78
"Starbucks","24891-229886","Price Chopper - Scotia #38","Licensed","290 Saratoga Rd","Scotia","NY","US","12302","518-399-4011","GMT-05:00 America/New_York",-73.93,42.87
"Starbucks","7528-14030","Selden","Company Owned","1251 Middle Country Road","Selden","NY","US","117842523","631-696-4762","GMT-05:00 America/New_York",-73.06,40.86
"Starbucks","7432-2586","East Setauket","Company Owned","246 Route 25-A","Setauket","NY","US","117332885","631-941-0446","GMT-05:00 America/New_York",-73.11,40.94
"Starbucks","79349-94513","Price Chopper - Slingerlands #159","Licensed","1395 New Scotland Rd","Slingerlands","NY","US","121597206","518-478-0688","GMT-05:00 America/New_York",-73.86,42.64
"Starbucks","72437-5061","Sloatsburg Travel Plaza","Licensed","MM-33 N","Sloatsburg","NY","US","10974","845-753-2701","GMT-05:00 America/New_York",-74.19,41.15
"Starbucks","7411-1582","Smithtown","Company Owned","1 Miller Place","Smithtown","NY","US","117873629","631-265-1960","GMT-05:00 America/New_York",-73.19,40.86
"Starbucks","79407-104050","Stop & Shop-Somers #513","Licensed","80 Birdsell Road","Somers","NY","US","10589","914-628-5602","GMT-05:00 America/New_York",-73.7,41.33
"Starbucks","22814-225084","Southampton, NY","Company Owned","29 Hampton Rd","Southampton","NY","US","11968","6314610246","GMT-05:00 America/New_York",-72.39,40.89
"Starbucks","76557-90426","Target Staten Island T-2006","Licensed","2900 Veterans Rd W","Staten Island","NY","US","103092502","718-701-6206","GMT-05:00 America/New_York",-74.23,40.53
"Starbucks","19642-201004","Target Staten Island T-2753","Licensed","2873 Richmond Ave","Staten Island","NY","US","10314","917-791-5851","GMT-05:00 America/New_York",-74.17,40.58
"Starbucks","7207-707","2530 Hylan Blvd","Company Owned","2530 Hylan Blvd","Staten Island","NY","US","103064338","718-979-8608","GMT-05:00 America/New_York",-74.11,40.57
"Starbucks","79489-98105","Stop & Shop-Staten Island #581","Licensed","2754 Hylan Blvd","Staten Island","NY","US","103064658","718-980-0892","GMT-05:00 America/New_York",-74.11,40.56
"Starbucks","7888-82364","Forest Ave & Bard Ave","Company Owned","480 Forest Ave","Staten Island","NY","US","103102521","718-273-5984","GMT-05:00 America/New_York",-74.11,40.63
"Starbucks","29398-253346","Woodrow Shopping Plaza","Company Owned","1243 Woodrow Rd., 306, Staten Island Mall","Staten Island","NY","US","10312","9293210457","GMT-05:00 America/New_York",-74.21,40.54
"Teavana","28370-249951","Teavana - Staten Island Mall","Company Owned","2655 Richmond Ave., #1075","Staten Island","NY","US","10314","718-477-1033","GMT-05:00 America/New_York",-74.17,40.58
"Starbucks","7362-1506","2505 Richmond Avenue","Company Owned","2505 Richmond Avenue, Richmond Valley Plaza","Staten Island","NY","US","103145867","(718) 494-4451","GMT-05:00 America/New_York",-74.17,40.59
"Starbucks","19195-193084","106 Page Avenue","Company Owned","106 Page Avenue","Staten Island","NY","US","10309","718-356-1090","GMT-05:00 America/New_York",-74.24,40.52
"Starbucks","7923-95788","Victory Blvd & Bradley Ave","Company Owned","2070 Victory Blvd","Staten Island","NY","US","103143540","718-982-0167","GMT-05:00 America/New_York",-74.13,40.61
"Starbucks","70319-125885","SUNY Stony Brook University Hospita","Licensed","101 Nicholls Rd","Stony Brook","NY","US","11794","631-444-7356","GMT-05:00 America/New_York",-73.12,40.91
"Starbucks","18747-187524","SUNY Stony Brook Roth Cafe","Licensed","250 Student Union Bldg., 1st Floor, Coventry Commons","Stony Brook","NY","US","11794","","GMT-05:00 America/New_York",-73.12,40.91
"Starbucks","7635-23767","Stony Brook (347)","Company Owned","1320 Stony Brook Road","Stony Brook","NY","US","117902206","631-689-1762","GMT-05:00 America/New_York",-73.12,40.88
"Starbucks","48822-264864","Sodexo @ Stony Brook U Mobile Truck","Licensed","ROTH CAFE BUILDING, Airmont Village Square","STONY BROOK","NY","US","11794","","GMT-05:00 America/New_York",-73.13,40.91
"Starbucks","7429-802","Suffern","Company Owned","215 Route 59","Suffern","NY","US","109015203","845-369-6959","GMT-05:00 America/New_York",-74.11,41.11
"Starbucks","11370-105177","46-09 Queens Blvd","Company Owned","46-09 Queens Blvd.","Sunnyside","NY","US","111041711","718-472-5215","GMT-05:00 America/New_York",-73.92,40.74
"Starbucks","7728-62680","Syosset- South Oyster Bay","Company Owned","390 Jericho Turnpike, Unit B","Syosset","NY","US","117914548","516-364-0357","GMT-05:00 America/New_York",-73.5,40.81
"Starbucks","25229-94533","Price Chopper-Syracuse #172","Licensed","2515 Erie Blvd","Syracuse","NY","US","13224","315-449-2314","GMT-05:00 America/New_York",-76.1,43.05
"Starbucks","18559-163024","Syracuse University, Campus West Ho","Licensed","150 Henry Street, Campus West Housing","Syracuse","NY","US","13244","315-443-2216","GMT-05:00 America/New_York",-76.14,43.04
"Starbucks","11424-105354","Destiny USA","Company Owned","9737 Carousel Ctr","Syracuse","NY","US","132909681","315-473-9709","GMT-05:00 America/New_York",-76.17,43.07
"Starbucks","9720-97999","Armory Square","Company Owned","290 W. Jefferson Street, Carousel Mall","Syracuse","NY","US","132022335","315-476-8415","GMT-05:00 America/New_York",-76.16,43.05
"Teavana","28518-249820","Teavana - Carousel Mall","Company Owned","9090 Destiny USA Drive, #F202","SYRACUSE","NY","US","13290","315-422-2875","GMT-05:00 America/New_York",-76.17,43.07
"Starbucks","7532-10835","Marshall Street at Syracuse","Company Owned","177 Marshall Street","Syracuse","NY","US","132101716","315-474-2863","GMT-05:00 America/New_York",-76.13,43.04
"Starbucks","76839-111891","Target Camillus (Syracuse) T-2324","Licensed","3657 W Genesee St","Syracuse","NY","US","132192003","315-233-0600","GMT-05:00 America/New_York",-76.24,43.05
"Starbucks","24606-238409","Hudson River Commons, Troy","Company Owned","120 Hoosick Street, Tuckahoe Train Station","Troy","NY","US","12180","5184142364","GMT-05:00 America/New_York",-73.68,42.74
"Starbucks","10464-100067","Tuckahoe Train Station","Company Owned","1 Depot Square","Tuckahoe","NY","US","107074003","914-793-0746","GMT-05:00 America/New_York",-73.83,40.95
"Starbucks","7247-758","Uniondale","Company Owned","1228 Hempstead Turnpike","Uniondale","NY","US","115531245","(516) 565-9886","GMT-05:00 America/New_York",-73.59,40.72
"Starbucks","22634-214867","Green Acres Mall","Company Owned","2034 Sunrise Highway","Valley Stream","NY","US","11581","5165993435","GMT-05:00 America/New_York",-73.72,40.66
"Starbucks","18578-192502","Target Valley Stream T-2840","Licensed","500 W. Sunrise Hwy","Valley Stream","NY","US","11581","516-568-9264","GMT-05:00 America/New_York",-73.72,40.66
"Starbucks","76776-108125","Target Binghampton/Vestal T-1056","Licensed","3112 Vestal Pkwy E","Vestal","NY","US","138502034","607-729-6611","GMT-05:00 America/New_York",-76,42.09
"Starbucks","13263-106974","Vestal Parkway East","Company Owned","4706 Vestal Parkway East, Pier One Shopping Centre","Vestal","NY","US","138503708","607-797-1208","GMT-05:00 America/New_York",-75.95,42.09
"Starbucks","7656-31579","Vestal Parkway","Company Owned","2540 Vestal Parkway","Vestal","NY","US","13850","607-797-0846","GMT-05:00 America/New_York",-76.01,42.09
"Starbucks","7710-39860","Victor","Company Owned","200 High Point Drive, Eastview Mall","Victor","NY","US","145641060","585-223-0240","GMT-05:00 America/New_York",-77.44,43.03
"Teavana","28517-249819","Teavana - Eastview Mall","Company Owned","7979 PITTSFORD-VICTOR RD, #149B, Eastview Mall","VICTOR","NY","US","14564","585-223-3230","GMT-05:00 America/New_York",-77.45,43.04
"Starbucks","9277-95484","Eastview Mall","Company Owned","7979 Pittsford-Victor Road","Victor","NY","US","14564","585-425-0051","GMT-05:00 America/New_York",-77.44,43.03
"Starbucks","73747-107559","Stop & Shop-W. Hempstead #2552","Licensed","420 Hempstead Turnpike, Willow Wood Shoppes","W. Hempstead","NY","US","115521340","","GMT-05:00 America/New_York",-73.65,40.71
"Starbucks","16303-158164","Wantagh","Company Owned","1143 Wantagh Avenue","Wantagh","NY","US","117932135","5167811538","GMT-05:00 America/New_York",-73.51,40.69
"Starbucks","76748-106267","Target Watertown T-2253","Licensed","21855 Towne Center Dr","Watertown","NY","US","136015898","315-786-2540","GMT-05:00 America/New_York",-75.96,43.97
"Starbucks","10609-101494","Watertown, NY","Company Owned","1242 Arsenal Street, Webster Plaza","Watertown","NY","US","136012214","315-779-9029","GMT-05:00 America/New_York",-75.95,43.98
"Starbucks","11540-103906","Webster, Hard & Ridge","Company Owned","944 Hard Road, Suite A","Webster","NY","US","145808995","585-872-0250","GMT-05:00 America/New_York",-77.46,43.21
"Starbucks","76411-96651","Target Webster T-2038","Licensed","1050 Ridge Rd","Webster","NY","US","145802908","585-216-3000","GMT-05:00 America/New_York",-77.45,43.21
"Starbucks","9846-98601","West Babylon","Company Owned","519 Montauk Highway","West Babylon","NY","US","117048308","631-669-3451","GMT-05:00 America/New_York",-73.34,40.69
"Starbucks","76465-97548","Target Clarkstown/West Nyack T-1083","Licensed","4120 Palisades Ctr Dr, Palisades Centre","West Nyack","NY","US","109946801","845-348-6440","GMT-05:00 America/New_York",-73.95,41.1
"Teavana","28449-249970","Teavana - Palisades Centre","Company Owned","1000 Palisades Center Dr., #C200, Palisade Center Mall","West Nyack","NY","US","10994","845-353-2497","GMT-05:00 America/New_York",-73.96,41.1
"Starbucks","11588-153124","Palisades Center Level 2","Company Owned","3530 PALISADES CENTER DR, G202","West Nyack","NY","US","109946605","845-727-7278","GMT-05:00 America/New_York",-73.96,41.1
"Starbucks","20389-197044","West Point Military Academy","Licensed","683  Buckner Loop","West Point","NY","US","10996","","GMT-05:00 America/New_York",-73.97,41.4
"Starbucks","76428-97523","Target Westbury T-1139","Licensed","999 Corporate Dr","Westbury","NY","US","115906614","516-222-1003","GMT-05:00 America/New_York",-73.6,40.74
"Starbucks","7624-31063","The Village of Westbury","Company Owned","379 Glen Cove Road","Westbury","NY","US","115901058","(516) 877-7222","GMT-05:00 America/New_York",-73.62,40.76
"Starbucks","7509-9876","Westbury, Old Country Rd","Company Owned","1149 Old Country Road","Westbury","NY","US","115905600","516-338-8711","GMT-05:00 America/New_York",-73.55,40.76
"Starbucks","75890-103957","NY Oneida Travel Plaza","Licensed","5365 State Rt 233 Mile Post 244E, Westchester Mall","westmoreland","NY","US","13490","315-853-3605","GMT-05:00 America/New_York",-75.4,43.12
"Teavana","28353-249794","Teavana - Westchester Mall","Company Owned","125 WESTCHESTER AVE, STE 3820A","WHITE PLAINS","NY","US","10601","914-328-3425","GMT-05:00 America/New_York",-73.76,41.03
"Starbucks","3466-94078","White Plains Renaissance Plaza","Company Owned","200 Main Street, The Westchester","White Plains","NY","US","106013203","914-682-1738","GMT-05:00 America/New_York",-73.77,41.03
"Starbucks","9662-91067","Westchester Mall Level 3","Company Owned","125 Westchester Avenue, Triangle Plaza One","White Plains","NY","US","106014522","9149492478","GMT-05:00 America/New_York",-73.76,41.03
"Starbucks","7559-6652","138-11 20th Avenue","Company Owned","138-11 20th Avenue, Eastview Plaza","Whitestone","NY","US","113562451","718-539-4072","GMT-05:00 America/New_York",-73.83,40.78
"Starbucks","7337-1047","Eastview Plaza","Company Owned","8250 Transit Rd.","Williamsville","NY","US","142212820","(716) 636-4863","GMT-05:00 America/New_York",-78.7,42.99
"Starbucks","7340-1326","Williamsville, Main Street","Company Owned","5429 Main Street, Woodbury Village","Williamsville","NY","US","142216647","(716) 633-4387","GMT-05:00 America/New_York",-78.75,42.96
"Starbucks","7220-158624","Woodbury  Village","Company Owned","7963 Jericho Turnpike","Woodbury","NY","US","117971210","5169212878","GMT-05:00 America/New_York",-73.48,40.82
"Starbucks","7910-87753","Tower Square Shopping Center","Company Owned","51-06 Northern Blvd","Woodside","NY","US","113771733","718-424-3716","GMT-05:00 America/New_York",-73.91,40.75
"Starbucks","23602-230606","Ridge Hill Shopping Center","Company Owned","1 Ridge Hill Blvd, 1110","Yonkers","NY","US","10710","9149650170","GMT-05:00 America/New_York",-73.86,40.97
"Starbucks","25330-231726","Macys Cross County","Licensed","800 Central Park Av, Westchester Ridge HIll","Yonkers","NY","US","10704-100","914-964-6680","GMT-05:00 America/New_York",-73.86,40.93
"Teavana","28235-250120","Teavana - Westchester Ridge HIll","Company Owned","117 Market St., Cross County Shopping Center","Yonkers","NY","US","10710","914-963-8670","GMT-05:00 America/New_York",-73.86,40.96
"Starbucks","13632-105641","Cross County Shopping Center","Company Owned","8000 Mall Walk, Space 7080","Yonkers","NY","US","107041006","3479312521","GMT-05:00 America/New_York",-73.85,40.93
"Starbucks","14369-115444","Yonkers, Bronx River Road","Company Owned","841-851 Bronx River Road","Yonkers","NY","US","107087058","914-237-3681","GMT-05:00 America/New_York",-73.84,40.93
"Starbucks","7901-67260","Yonkers","Company Owned","2458 Central Park Avenue","Yonkers","NY","US","107101125","914-337-0139","GMT-05:00 America/New_York",-73.83,40.98
"Starbucks","7504-7590","Yorktown","Company Owned","1932 Commerce Street, U of Akron Student Union","Yorktown Heights","NY","US","105984410","914-243-5997","GMT-05:00 America/New_York",-73.78,41.27
